drug_a,drug_b,label,baseline_prediction,without_molecular,without_protein,without_pathway,molecular_delta,protein_delta,pathway_delta,abs_molecular_delta,abs_protein_delta,abs_pathway_delta
DB00006,DB00717,1,0.11560724675655365,0.0006930041708983481,0.00010659726831363514,0.7040560245513916,0.11491424590349197,0.11550065129995346,-0.5884487628936768,0.11491424590349197,0.11550065129995346,0.5884487628936768
DB00006,DB00751,1,0.35264864563941956,0.0010424937354400754,0.6989662647247314,0.25103941559791565,0.351606160402298,-0.3463176190853119,0.1016092300415039,0.351606160402298,0.3463176190853119,0.1016092300415039
DB00006,DB00775,1,0.9990286827087402,0.9993852376937866,0.8655430674552917,0.9973757266998291,-0.0003565549850463867,0.1334856152534485,0.0016529560089111328,0.0003565549850463867,0.1334856152534485,0.0016529560089111328
DB00006,DB00924,1,0.0046595195308327675,0.0003550828550942242,0.31850266456604004,0.0091515788808465,0.0043044365011155605,-0.31384313106536865,-0.004492059350013733,0.0043044365011155605,0.31384313106536865,0.004492059350013733
DB00006,DB00963,1,0.9968110918998718,0.17366164922714233,0.0022602074313908815,0.9658831357955933,0.8231494426727295,0.994550883769989,0.030927956104278564,0.8231494426727295,0.994550883769989,0.030927956104278564
DB00006,DB00975,1,0.3719267249107361,0.04674532264471054,0.5913727283477783,0.4339474141597748,0.32518139481544495,-0.21944600343704224,-0.062020689249038696,0.32518139481544495,0.21944600343704224,0.062020689249038696
DB00006,DB01014,1,0.9999115467071533,0.7496659159660339,0.0072990586049854755,0.9976646900177002,0.2502456307411194,0.9926124811172485,0.002246856689453125,0.2502456307411194,0.9926124811172485,0.002246856689453125
DB00006,DB01050,1,0.5170589089393616,0.9267796874046326,0.004882223904132843,0.9654863476753235,-0.409720778465271,0.5121766924858093,-0.4484274387359619,0.409720778465271,0.5121766924858093,0.4484274387359619
DB00006,DB01149,1,0.061224471777677536,0.6884927153587341,0.9688818454742432,0.01858033426105976,-0.6272682547569275,-0.9076573848724365,0.042644135653972626,0.6272682547569275,0.9076573848724365,0.042644135653972626
DB00006,DB01211,1,0.0731503963470459,0.0031882808543741703,0.43234676122665405,0.049608755856752396,0.06996211409568787,-0.35919636487960815,0.023541640490293503,0.06996211409568787,0.35919636487960815,0.023541640490293503
DB00006,DB01236,1,1.6605021301074885e-05,0.0004925004905089736,0.8130146861076355,0.00022475126024801284,-0.0004758954746648669,-0.8129980564117432,-0.00020814624440390617,0.0004758954746648669,0.8129980564117432,0.00020814624440390617
DB00006,DB01242,1,0.9996471405029297,0.02219327539205551,0.4274667203426361,0.9999195337295532,0.977453887462616,0.5721803903579712,-0.00027239322662353516,0.977453887462616,0.5721803903579712,0.00027239322662353516
DB00006,DB01397,1,0.9999971389770508,0.9999901056289673,0.12111067771911621,0.9998694658279419,7.033348083496094e-06,0.8788864612579346,0.00012767314910888672,7.033348083496094e-06,0.8788864612579346,0.00012767314910888672
DB00006,DB01418,1,0.7551378607749939,0.7078771591186523,0.07253877073526382,0.9130542874336243,0.04726070165634155,0.6825990676879883,-0.15791642665863037,0.04726070165634155,0.6825990676879883,0.15791642665863037
DB00006,DB01609,1,0.01694272831082344,0.0048674289137125015,0.474282830953598,0.023429205641150475,0.012075299397110939,-0.4573400914669037,-0.006486477330327034,0.012075299397110939,0.4573400914669037,0.006486477330327034
DB00006,DB03585,1,0.9809703230857849,0.9764449000358582,0.07374664396047592,0.9863191843032837,0.004525423049926758,0.9072237014770508,-0.005348861217498779,0.004525423049926758,0.9072237014770508,0.005348861217498779
DB00006,DB04272,1,0.9906789660453796,0.03159138187766075,0.08492043614387512,0.9951960444450378,0.959087610244751,0.9057585000991821,-0.004517078399658203,0.959087610244751,0.9057585000991821,0.004517078399658203
DB00006,DB06196,1,0.006870366632938385,0.009624017402529716,0.6150789856910706,0.002338805701583624,-0.0027536507695913315,-0.6082085967063904,0.004531560931354761,0.0027536507695913315,0.6082085967063904,0.004531560931354761
DB00006,DB06739,1,0.0005671048420481384,0.004555337596684694,0.09834186732769012,0.001143776928074658,-0.003988232929259539,-0.09777475893497467,-0.0005766720860265195,0.003988232929259539,0.09777475893497467,0.0005766720860265195
DB00006,DB06802,1,0.9999880790710449,0.99997878074646,0.005072433967143297,0.9999088048934937,9.298324584960938e-06,0.9949156641960144,7.927417755126953e-05,9.298324584960938e-06,0.9949156641960144,7.927417755126953e-05
DB00006,DB08887,1,0.01233248133212328,0.27113449573516846,0.2142934948205948,0.001045810291543603,-0.25880202651023865,-0.20196101069450378,0.01128667127341032,0.25880202651023865,0.20196101069450378,0.01128667127341032
DB00006,DB09123,1,0.9919414520263672,0.3932427763938904,0.11472204327583313,0.7985851764678955,0.5986986756324768,0.8772194385528564,0.19335627555847168,0.5986986756324768,0.8772194385528564,0.19335627555847168
DB00006,DB09211,1,0.9999650716781616,0.9999772310256958,0.09083650261163712,0.9997363686561584,-1.2159347534179688e-05,0.9091285467147827,0.00022870302200317383,1.2159347534179688e-05,0.9091285467147827,0.00022870302200317383
DB00006,DB13167,1,0.9999922513961792,0.9999815225601196,0.05501966550946236,0.9996600151062012,1.0728836059570312e-05,0.944972574710846,0.00033223628997802734,1.0728836059570312e-05,0.944972574710846,0.00033223628997802734
DB00006,DB13783,1,0.9999988079071045,0.9999945163726807,0.008795439265668392,0.9999957084655762,4.291534423828125e-06,0.9912033677101135,3.0994415283203125e-06,4.291534423828125e-06,0.9912033677101135,3.0994415283203125e-06
DB00014,DB00199,1,0.8477705121040344,0.29569149017333984,0.6106566190719604,0.9626947045326233,0.5520790219306946,0.23711389303207397,-0.11492419242858887,0.5520790219306946,0.23711389303207397,0.11492419242858887
DB00014,DB00218,1,3.1239393138093874e-05,2.3117625005397713e-06,1.0,0.01056185457855463,2.8927630410180427e-05,-0.9999687671661377,-0.010530615225434303,2.8927630410180427e-05,0.9999687671661377,0.010530615225434303
DB00014,DB00220,1,0.036993999034166336,0.286721795797348,4.3227963033132255e-05,0.7757323384284973,-0.24972780048847198,0.036950770765542984,-0.7387383580207825,0.24972780048847198,0.036950770765542984,0.7387383580207825
DB00014,DB00261,1,4.439435542735737e-06,2.0466466594371013e-05,3.2679238302080194e-06,0.010875118896365166,-1.6027031961129978e-05,1.1715117125277175e-06,-0.010870679281651974,1.6027031961129978e-05,1.1715117125277175e-06,0.010870679281651974
DB00014,DB00270,1,0.00020716326253022999,0.006858478765934706,0.00031729755573906004,0.001999195199459791,-0.006651315372437239,-0.00011013429320883006,-0.001792031922377646,0.006651315372437239,0.00011013429320883006,0.001792031922377646
DB00014,DB00284,1,4.541042653727345e-05,6.178096373332664e-05,0.9999948740005493,0.0007238216931000352,-1.6370537196053192e-05,-0.9999494552612305,-0.0006784112774766982,1.6370537196053192e-05,0.9999494552612305,0.0006784112774766982
DB00014,DB00344,1,0.024778591468930244,0.0010490512941032648,0.9085628390312195,0.001989219104871154,0.023729540407657623,-0.8837842345237732,0.022789372131228447,0.023729540407657623,0.8837842345237732,0.022789372131228447
DB00014,DB00420,1,0.9948487877845764,0.9941124320030212,0.8646835088729858,0.2170630693435669,0.0007363557815551758,0.13016527891159058,0.7777857184410095,0.0007363557815551758,0.13016527891159058,0.7777857184410095
DB00014,DB00710,1,3.4723379371826013e-07,5.8710558192842655e-08,0.004231014754623175,6.105500506237149e-05,2.8852323907813116e-07,-0.004230667371302843,-6.070777089917101e-05,2.8852323907813116e-07,0.004230667371302843,6.070777089917101e-05
DB00014,DB00818,1,0.0004468104161787778,0.004007511772215366,0.007029703352600336,0.009621435776352882,-0.003560701385140419,-0.006582892965525389,-0.009174625389277935,0.003560701385140419,0.006582892965525389,0.009174625389277935
DB00014,DB00862,1,0.006689437665045261,0.00015854834055062383,0.9996562004089355,0.008175484836101532,0.006530889309942722,-0.9929667711257935,-0.0014860471710562706,0.006530889309942722,0.9929667711257935,0.0014860471710562706
DB00014,DB00889,1,3.885778278345242e-05,0.00010919117630692199,0.03458976000547409,0.0013470934936776757,-7.033339352346957e-05,-0.034550901502370834,-0.0013082356890663505,7.033339352346957e-05,0.034550901502370834,0.0013082356890663505
DB00014,DB00912,1,0.8955433368682861,0.47230175137519836,0.0023073458578437567,0.8481307625770569,0.42324158549308777,0.893235981464386,0.04741257429122925,0.42324158549308777,0.893235981464386,0.04741257429122925
DB00014,DB00934,1,0.9999871253967285,0.9955233335494995,0.9997844099998474,0.8857537508010864,0.004463791847229004,0.00020271539688110352,0.11423337459564209,0.004463791847229004,0.00020271539688110352,0.11423337459564209
DB00014,DB00938,1,0.03949490934610367,4.092366054919694e-07,0.4642128348350525,0.18945494294166565,0.03949449956417084,-0.4247179329395294,-0.14996004104614258,0.03949449956417084,0.4247179329395294,0.14996004104614258
DB00014,DB00976,1,0.04163222387433052,0.29827648401260376,0.07746398448944092,0.16242775321006775,-0.25664424896240234,-0.0358317606151104,-0.12079553306102753,0.25664424896240234,0.0358317606151104,0.12079553306102753
DB00014,DB01026,1,0.3219928443431854,0.1434512883424759,0.015658415853977203,0.6369401812553406,0.17854155600070953,0.3063344359397888,-0.31494733691215515,0.17854155600070953,0.3063344359397888,0.31494733691215515
DB00014,DB01035,1,0.9994932413101196,0.17872868478298187,0.9999040365219116,0.1054861843585968,0.8207645416259766,-0.0004107952117919922,0.8940070867538452,0.8207645416259766,0.0004107952117919922,0.8940070867538452
DB00014,DB01092,1,0.004017376806586981,6.703513645334169e-05,0.8267766237258911,0.0033438140526413918,0.003950341604650021,-0.8227592706680298,0.0006735627539455891,0.003950341604650021,0.8227592706680298,0.0006735627539455891
DB00014,DB01104,1,0.5795860290527344,0.013006643392145634,0.9962802529335022,0.559232234954834,0.5665794014930725,-0.4166942238807678,0.02035379409790039,0.5665794014930725,0.4166942238807678,0.02035379409790039
DB00014,DB01137,1,0.9999444484710693,0.36634403467178345,1.0,0.22939610481262207,0.6336004137992859,-5.555152893066406e-05,0.7705483436584473,0.6336004137992859,5.555152893066406e-05,0.7705483436584473
DB00014,DB01182,1,0.005142110865563154,0.9857778549194336,0.0020785804372280836,0.14486274123191833,-0.9806357622146606,0.0030635304283350706,-0.1397206336259842,0.9806357622146606,0.0030635304283350706,0.1397206336259842
DB00014,DB01211,1,0.6384931206703186,0.8813561797142029,0.41668635606765747,0.9416515827178955,-0.24286305904388428,0.22180676460266113,-0.3031584620475769,0.24286305904388428,0.22180676460266113,0.3031584620475769
DB00014,DB01236,1,0.9999995231628418,0.6612720489501953,1.0,0.8919498324394226,0.3387274742126465,-4.76837158203125e-07,0.10804969072341919,0.3387274742126465,4.76837158203125e-07,0.10804969072341919
DB00014,DB01242,1,0.999680757522583,0.998537540435791,0.988109827041626,0.012178381904959679,0.0011432170867919922,0.011570930480957031,0.98750239610672,0.0011432170867919922,0.011570930480957031,0.98750239610672
DB00014,DB01403,1,0.3688606321811676,0.01729440502822399,0.00019075257296208292,0.030834665521979332,0.35156622529029846,0.36866986751556396,0.3380259573459625,0.35156622529029846,0.36866986751556396,0.3380259573459625
DB00014,DB04855,1,0.9948369264602661,0.9602656364440918,0.9998040795326233,0.041074275970458984,0.034571290016174316,-0.004967153072357178,0.9537626504898071,0.034571290016174316,0.004967153072357178,0.9537626504898071
DB00014,DB04876,1,0.9355178475379944,0.5394702553749084,0.9679211974143982,0.6893584728240967,0.39604759216308594,-0.03240334987640381,0.2461593747138977,0.39604759216308594,0.03240334987640381,0.2461593747138977
DB00014,DB04878,1,0.4543311595916748,0.0711001306772232,0.8426886200904846,0.15339480340480804,0.3832310438156128,-0.3883574604988098,0.30093634128570557,0.3832310438156128,0.3883574604988098,0.30093634128570557
DB00014,DB06589,1,0.35212141275405884,0.001054090796969831,0.5080063343048096,0.022992683574557304,0.35106733441352844,-0.15588492155075073,0.3291287422180176,0.35106733441352844,0.15588492155075073,0.3291287422180176
DB00014,DB06697,1,0.9385196566581726,0.9984650611877441,0.3324679434299469,0.9846856594085693,-0.05994540452957153,0.6060516834259033,-0.04616600275039673,0.05994540452957153,0.6060516834259033,0.04616600275039673
DB00014,DB06825,1,0.999184787273407,0.9889488220214844,0.999961256980896,0.8884554505348206,0.010235965251922607,-0.0007764697074890137,0.11072933673858643,0.010235965251922607,0.0007764697074890137,0.11072933673858643
DB00014,DB08907,1,0.9993981122970581,0.013013254851102829,0.9880782961845398,0.8297391533851624,0.9863848686218262,0.01131981611251831,0.16965895891189575,0.9863848686218262,0.01131981611251831,0.16965895891189575
DB00014,DB09082,1,0.9678223729133606,0.11908193677663803,0.9589580297470093,0.42773863673210144,0.8487404584884644,0.008864343166351318,0.5400837659835815,0.8487404584884644,0.008864343166351318,0.5400837659835815
DB00027,DB00243,1,0.4163490831851959,0.12323861569166183,0.23653057217597961,0.9843144416809082,0.2931104600429535,0.1798185110092163,-0.5679653882980347,0.2931104600429535,0.1798185110092163,0.5679653882980347
DB00027,DB00541,1,0.0131984306499362,0.012169190682470798,0.003027052152901888,0.8460476398468018,0.0010292399674654007,0.010171378031373024,-0.8328492045402527,0.0010292399674654007,0.010171378031373024,0.8328492045402527
DB00027,DB00997,1,0.41291752457618713,0.06250948458909988,0.007868129760026932,0.8017533421516418,0.35040804743766785,0.4050493836402893,-0.3888358175754547,0.35040804743766785,0.4050493836402893,0.3888358175754547
DB00027,DB01030,1,0.10793367773294449,0.16154596209526062,0.14210985600948334,0.08981397747993469,-0.05361228436231613,-0.03417617827653885,0.018119700253009796,0.05361228436231613,0.03417617827653885,0.018119700253009796
DB00027,DB01220,1,0.8012006878852844,0.19073472917079926,0.185934916138649,0.28956523537635803,0.610465943813324,0.6152657866477966,0.511635422706604,0.610465943813324,0.6152657866477966,0.511635422706604
DB00027,DB06207,1,0.6111472845077515,0.5663182139396667,0.27323317527770996,0.012790747918188572,0.04482907056808472,0.3379141092300415,0.5983565449714661,0.04482907056808472,0.3379141092300415,0.5983565449714661
DB00027,DB06480,1,0.10917256027460098,0.38433948159217834,0.16890674829483032,0.0493655763566494,-0.27516692876815796,-0.05973418802022934,0.059806983917951584,0.27516692876815796,0.05973418802022934,0.059806983917951584
DB00027,DB06616,1,0.6993626952171326,0.00811214093118906,0.7042253017425537,0.9929608702659607,0.6912505626678467,-0.004862606525421143,-0.2935981750488281,0.6912505626678467,0.004862606525421143,0.2935981750488281
DB00027,DB06695,1,0.38400769233703613,0.5184394717216492,0.8894750475883484,0.031223997473716736,-0.13443177938461304,-0.5054673552513123,0.3527836799621582,0.13443177938461304,0.5054673552513123,0.3527836799621582
DB00027,DB08916,1,0.6567350029945374,0.008126807399094105,0.6378421187400818,0.05291314050555229,0.6486082077026367,0.018892884254455566,0.603821873664856,0.6486082077026367,0.018892884254455566,0.603821873664856
DB00027,DB09027,1,0.28848859667778015,0.6244417428970337,0.06259550899267197,0.020418474450707436,-0.33595314621925354,0.2258930802345276,0.26807013154029846,0.33595314621925354,0.2258930802345276,0.26807013154029846
DB00027,DB09049,1,0.4025302827358246,0.09546500444412231,0.09206369519233704,0.47804251313209534,0.30706527829170227,0.31046658754348755,-0.07551223039627075,0.30706527829170227,0.31046658754348755,0.07551223039627075
DB00027,DB09075,1,0.165745809674263,0.48533692955970764,0.5202600955963135,0.02020251378417015,-0.31959110498428345,-0.35451430082321167,0.14554329216480255,0.31959110498428345,0.35451430082321167,0.14554329216480255
DB00027,DB09268,1,0.986226499080658,0.9899387359619141,0.47295430302619934,0.8614283204078674,-0.0037122368812561035,0.5132721662521362,0.12479817867279053,0.0037122368812561035,0.5132721662521362,0.12479817867279053
DB00035,DB00244,1,1.0,0.9959456324577332,0.45071566104888916,0.999998927116394,0.004054367542266846,0.5492843389511108,1.0728836059570312e-06,0.004054367542266846,0.5492843389511108,1.0728836059570312e-06
DB00035,DB00318,1,0.9999328851699829,0.28419995307922363,0.0004886876558884978,0.004905843175947666,0.7157329320907593,0.9994441866874695,0.9950270652770996,0.7157329320907593,0.9994441866874695,0.9950270652770996
DB00035,DB00344,1,0.9814149737358093,0.0225587897002697,0.22835732996463776,0.9964873790740967,0.9588561654090881,0.7530576586723328,-0.015072405338287354,0.9588561654090881,0.7530576586723328,0.015072405338287354
DB00035,DB00500,1,0.9999994039535522,0.9735822081565857,0.0030510416254401207,0.9999997615814209,0.026417195796966553,0.9969483613967896,-3.5762786865234375e-07,0.026417195796966553,0.9969483613967896,3.5762786865234375e-07
DB00035,DB00573,1,0.9995185136795044,0.25186535716056824,0.0556352324783802,0.9998651742935181,0.7476531267166138,0.9438832998275757,-0.0003466606140136719,0.7476531267166138,0.9438832998275757,0.0003466606140136719
DB00035,DB00712,1,1.0,1.0,0.07733918726444244,1.0,0.0,0.9226608276367188,0.0,0.0,0.9226608276367188,0.0
DB00035,DB00899,1,0.9857451915740967,0.19355721771717072,0.33841362595558167,0.00044773731497116387,0.7921879887580872,0.6473315954208374,0.985297441482544,0.7921879887580872,0.6473315954208374,0.985297441482544
DB00035,DB00924,1,0.17232201993465424,0.0005265141953714192,0.004966225940734148,0.0011685692006722093,0.17179550230503082,0.16735579073429108,0.1711534559726715,0.17179550230503082,0.16735579073429108,0.1711534559726715
DB00035,DB00956,1,0.9999914169311523,0.7114083170890808,0.002177879214286804,0.004967465065419674,0.28858309984207153,0.9978135228157043,0.9950239658355713,0.28858309984207153,0.9978135228157043,0.9950239658355713
DB00035,DB00963,1,0.999093770980835,0.04244844987988472,0.02896878309547901,0.9999877214431763,0.9566453099250793,0.9701249599456787,-0.0008939504623413086,0.9566453099250793,0.9701249599456787,0.0008939504623413086
DB00035,DB01014,1,0.9999988079071045,0.994768500328064,0.13954755663871765,0.9999980926513672,0.005230307579040527,0.8604512214660645,7.152557373046875e-07,0.005230307579040527,0.8604512214660645,7.152557373046875e-07
DB00035,DB01050,1,0.0001162465414381586,0.9912799000740051,0.00041031153523363173,0.6963940858840942,-0.9911636710166931,-0.0002940649865195155,-0.6962778568267822,0.9911636710166931,0.0002940649865195155,0.6962778568267822
DB00035,DB01104,1,0.9929792284965515,0.9733171463012695,0.27443626523017883,0.9493193030357361,0.019662082195281982,0.7185429334640503,0.04365992546081543,0.019662082195281982,0.7185429334640503,0.04365992546081543
DB00035,DB01149,1,0.11332913488149643,0.2952776253223419,5.568649612541776e-06,0.0005256993463262916,-0.1819484829902649,0.11332356929779053,0.11280343681573868,0.1819484829902649,0.11332356929779053,0.11280343681573868
DB00035,DB01242,1,0.9947267174720764,0.0008280285983346403,0.16738957166671753,0.9999164342880249,0.9938986897468567,0.8273371458053589,-0.005189716815948486,0.9938986897468567,0.8273371458053589,0.005189716815948486
DB00035,DB01397,1,0.9999995231628418,0.9999732971191406,0.9266626238822937,1.0,2.6226043701171875e-05,0.0733368992805481,-4.76837158203125e-07,2.6226043701171875e-05,0.0733368992805481,4.76837158203125e-07
DB00035,DB01551,1,0.9997734427452087,0.07204693555831909,0.0004425349470693618,2.2521182472701184e-05,0.9277265071868896,0.9993308782577515,0.9997509121894836,0.9277265071868896,0.9993308782577515,0.9997509121894836
DB00035,DB03585,1,0.8459194898605347,5.872898691450246e-05,6.174851296236739e-05,0.9946000576019287,0.8458607792854309,0.8458577394485474,-0.14868056774139404,0.8458607792854309,0.8458577394485474,0.14868056774139404
DB00035,DB06196,1,0.0009493979741819203,0.000382554397219792,0.022120987996459007,0.0009306353167630732,0.0005668435478582978,-0.02117159031331539,1.8762657418847084e-05,0.0005668435478582978,0.02117159031331539,1.8762657418847084e-05
DB00035,DB06204,1,0.9967538714408875,0.028217926621437073,0.0004404017818160355,0.9961079955101013,0.9685359597206116,0.9963134527206421,0.0006458759307861328,0.9685359597206116,0.9963134527206421,0.0006458759307861328
DB00035,DB06739,1,6.875684630358592e-05,0.000403651618398726,0.00012059857544954866,0.010252864100039005,-0.0003348947793710977,-5.1841729145962745e-05,-0.010184107348322868,0.0003348947793710977,5.1841729145962745e-05,0.010184107348322868
DB00035,DB06802,1,0.9999964237213135,0.9998056292533875,0.026114530861377716,0.9999998807907104,0.0001907944679260254,0.9738819003105164,-3.4570693969726562e-06,0.0001907944679260254,0.9738819003105164,3.4570693969726562e-06
DB00035,DB13167,1,0.9999852180480957,0.9994470477104187,0.5202804207801819,0.9999992847442627,0.000538170337677002,0.4797047972679138,-1.4066696166992188e-05,0.000538170337677002,0.4797047972679138,1.4066696166992188e-05
DB00035,DB13783,1,0.9999995231628418,0.9999924898147583,0.6528065204620361,0.9999991655349731,7.033348083496094e-06,0.34719300270080566,3.5762786865234375e-07,7.033348083496094e-06,0.34719300270080566,3.5762786865234375e-07
DB00091,DB00178,1,0.9645897746086121,0.157283753156662,0.11426707357168198,0.5320804119110107,0.8073060512542725,0.8503227233886719,0.4325093626976013,0.8073060512542725,0.8503227233886719,0.4325093626976013
DB00091,DB00184,1,0.10469508916139603,0.9999123811721802,0.03925745561718941,0.0981525108218193,-0.8952172994613647,0.06543762981891632,0.006542578339576721,0.8952172994613647,0.06543762981891632,0.006542578339576721
DB00091,DB00199,1,1.0,0.8990157246589661,0.8237624168395996,1.0,0.10098427534103394,0.1762375831604004,0.0,0.10098427534103394,0.1762375831604004,0.0
DB00091,DB00201,1,0.9998472929000854,0.9870932698249817,0.7136512398719788,0.9994356036186218,0.01275402307510376,0.2861960530281067,0.00041168928146362305,0.01275402307510376,0.2861960530281067,0.00041168928146362305
DB00091,DB00212,1,0.652283251285553,0.19587644934654236,0.29982566833496094,0.04838699474930763,0.4564068019390106,0.35245758295059204,0.6038962602615356,0.4564068019390106,0.35245758295059204,0.6038962602615356
DB00091,DB00213,1,0.9999366998672485,0.997597873210907,0.7730616331100464,0.9997473359107971,0.0023388266563415527,0.22687506675720215,0.00018936395645141602,0.0023388266563415527,0.22687506675720215,0.00018936395645141602
DB00091,DB00220,1,1.0,0.9999998807907104,0.9981219172477722,1.0,1.1920928955078125e-07,0.0018780827522277832,0.0,1.1920928955078125e-07,0.0018780827522277832,0.0
DB00091,DB00234,1,0.9999998807907104,0.9581102728843689,0.599141538143158,0.9998016953468323,0.04188960790634155,0.4008583426475525,0.00019818544387817383,0.04188960790634155,0.4008583426475525,0.00019818544387817383
DB00091,DB00244,1,0.9970756769180298,0.014119121246039867,0.006836845073848963,0.8148874640464783,0.9829565286636353,0.9902388453483582,0.1821882128715515,0.9829565286636353,0.9902388453483582,0.1821882128715515
DB00091,DB00270,1,0.9996482133865356,0.14418146014213562,0.9706224203109741,0.9994725584983826,0.8554667234420776,0.029025793075561523,0.00017565488815307617,0.8554667234420776,0.029025793075561523,0.00017565488815307617
DB00091,DB00294,1,0.68575519323349,0.7741167545318604,0.04444476589560509,0.6425530314445496,-0.08836156129837036,0.641310453414917,0.04320216178894043,0.08836156129837036,0.641310453414917,0.04320216178894043
DB00091,DB00297,1,1.0,0.9999042749404907,0.9835028052330017,1.0,9.572505950927734e-05,0.01649719476699829,0.0,9.572505950927734e-05,0.01649719476699829,0.0
DB00091,DB00312,1,0.8649153113365173,0.9996862411499023,0.8931155800819397,0.9436208009719849,-0.134770929813385,-0.028200268745422363,-0.07870548963546753,0.134770929813385,0.028200268745422363,0.07870548963546753
DB00091,DB00318,1,1.0,0.9995878338813782,0.6935346126556396,1.0,0.00041216611862182617,0.30646538734436035,0.0,0.00041216611862182617,0.30646538734436035,0.0
DB00091,DB00332,1,0.019625220447778702,0.9993321299552917,0.03734481334686279,0.00012600234185811132,-0.979706883430481,-0.01771959289908409,0.019499218091368675,0.979706883430481,0.01771959289908409,0.019499218091368675
DB00091,DB00353,1,0.9999983310699463,0.9054187536239624,0.9825619459152222,0.9999966621398926,0.09457957744598389,0.01743638515472412,1.6689300537109375e-06,0.09457957744598389,0.01743638515472412,1.6689300537109375e-06
DB00091,DB00393,1,0.9999992847442627,0.772845983505249,0.9999511241912842,0.999994158744812,0.22715330123901367,4.8160552978515625e-05,5.125999450683594e-06,0.22715330123901367,4.8160552978515625e-05,5.125999450683594e-06
DB00091,DB00420,1,0.9999759197235107,0.9977739453315735,0.26306912302970886,0.9997541308403015,0.002201974391937256,0.7369067668914795,0.00022178888320922852,0.002201974391937256,0.7369067668914795,0.00022178888320922852
DB00091,DB00451,1,0.4528752863407135,0.20316000282764435,0.5370457768440247,0.8460990190505981,0.24971528351306915,-0.08417049050331116,-0.39322373270988464,0.24971528351306915,0.08417049050331116,0.39322373270988464
DB00091,DB00452,1,0.6346015930175781,0.0010648875031620264,0.043707091361284256,0.46349552273750305,0.633536696434021,0.5908945202827454,0.17110607028007507,0.633536696434021,0.5908945202827454,0.17110607028007507
DB00091,DB00470,1,0.9999874830245972,0.054173875600099564,0.6068195700645447,1.0,0.9458135962486267,0.3931679129600525,-1.2516975402832031e-05,0.9458135962486267,0.3931679129600525,1.2516975402832031e-05
DB00091,DB00483,1,0.6238849759101868,0.022665342316031456,0.09787800908088684,0.47358906269073486,0.601219654083252,0.5260069370269775,0.1502959132194519,0.601219654083252,0.5260069370269775,0.1502959132194519
DB00091,DB00500,1,0.9872115254402161,0.06931101530790329,0.20587538182735443,0.8246064782142639,0.9179005026817322,0.7813361287117004,0.16260504722595215,0.9179005026817322,0.7813361287117004,0.16260504722595215
DB00091,DB00514,1,1.0,0.9999756813049316,0.49865975975990295,1.0,2.4318695068359375e-05,0.5013402700424194,0.0,2.4318695068359375e-05,0.5013402700424194,0.0
DB00091,DB00520,1,0.9990413784980774,0.0936041846871376,0.15152980387210846,1.0,0.905437171459198,0.8475115895271301,-0.0009586215019226074,0.905437171459198,0.8475115895271301,0.0009586215019226074
DB00091,DB00571,1,0.4767628610134125,0.9999998807907104,0.9256623983383179,0.31669309735298157,-0.5232369899749756,-0.4488995373249054,0.1600697636604309,0.5232369899749756,0.4488995373249054,0.1600697636604309
