rank,drug_a,drug_b,label,baseline_prediction,drug_side,ablated_drug,modality,entity_id,ablated_prediction,delta_probability,abs_delta_probability
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,164,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,165,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,237,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,238,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,294,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,315,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,329,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,362,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,368,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,374,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,393,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,417,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,418,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,426,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,427,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,439,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,444,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,446,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,447,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,455,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,456,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,457,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,459,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,460,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,462,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,464,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,473,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,513,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,521,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,524,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,533,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,536,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,552,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,557,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,559,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,589,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,594,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,645,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,651,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,680,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,703,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,744,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,789,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,797,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,840,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,853,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,854,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,855,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,866,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,870,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,913,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,914,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,915,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,918,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,920,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,940,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,959,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,965,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,968,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,977,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,981,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,989,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1018,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1020,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1040,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1046,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1050,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1063,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1064,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1066,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1073,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1075,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1079,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1080,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1081,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1082,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1083,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1084,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1085,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1089,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1090,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1099,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1100,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1102,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1103,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1106,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1108,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1109,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1114,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1116,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1126,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1134,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1138,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1177,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1189,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1192,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1200,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1218,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1224,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1225,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1246,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1262,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1263,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1264,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1268,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1278,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1292,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1300,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1314,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1329,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1348,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1353,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1356,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1366,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1370,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1372,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1388,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1401,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1406,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1423,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1424,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1429,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1430,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1431,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1432,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1433,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1434,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1435,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1438,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1448,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1450,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1453,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1454,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1455,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1456,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1458,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1467,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1468,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1479,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1488,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1489,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1500,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1501,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1505,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1506,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1518,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1522,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1551,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1562,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1577,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1583,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1652,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1663,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1665,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1666,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1685,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1686,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1688,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1700,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1701,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1721,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1730,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1733,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1737,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1744,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1746,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1751,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1752,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1784,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1790,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1791,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1802,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1817,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1833,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1839,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1853,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1854,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1871,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1872,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1877,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1879,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1897,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1903,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1905,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1932,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1935,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1958,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1959,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1964,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,pathway,1965,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,160,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,161,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,162,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,399,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,620,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,646,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,704,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,811,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1116,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1250,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1351,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1574,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1616,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1777,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1778,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1779,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1780,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1788,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,A,DB00006,pathway,1892,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,2,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,26,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,29,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,31,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,39,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,43,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,44,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,51,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,52,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,53,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,55,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,57,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,62,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,66,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,67,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,72,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,74,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,75,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,78,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,79,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,81,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,84,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,91,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,98,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,100,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,110,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,113,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,116,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,117,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,119,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,121,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,123,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,124,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,136,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,141,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,143,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,146,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,158,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,159,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,172,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,179,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,191,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,227,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,237,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,245,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,247,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,250,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,281,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,283,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,285,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,286,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,287,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,296,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,297,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,308,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,314,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,315,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,340,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,345,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,346,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,350,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,353,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,356,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,358,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,359,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,371,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,pathway,374,1.0,0.0,0.0
