rank,drug_a,drug_b,label,baseline_prediction,drug_side,ablated_drug,modality,entity_id,ablated_prediction,delta_probability,abs_delta_probability
1,DB00006,DB00244,1,1.0,B,DB00244,protein,1393,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,1586,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2056,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2060,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2357,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2408,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2475,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2478,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2490,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2622,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2659,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2720,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2724,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2849,1.0,0.0,0.0
1,DB00006,DB00244,1,1.0,B,DB00244,protein,2885,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,A,DB00006,protein,330,0.015365427359938622,0.9846345726400614,0.9846345726400614
2,DB00006,DB00712,1,1.0,A,DB00006,protein,474,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,54,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,120,0.9999997615814209,2.384185791015625e-07,2.384185791015625e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,166,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,180,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,244,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,323,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,346,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,396,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,412,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,418,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,421,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,430,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,445,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,461,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,475,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,477,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,495,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,497,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,498,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,548,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,565,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,566,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,575,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,580,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,589,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,591,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,597,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,608,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,609,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,687,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,708,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,731,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,746,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,749,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,756,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,790,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,802,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,814,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,825,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,853,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,858,0.9999997615814209,2.384185791015625e-07,2.384185791015625e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,863,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,866,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,879,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,884,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,893,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,920,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,936,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,940,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,943,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,948,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,955,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,964,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,965,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,987,0.9999992847442627,7.152557373046875e-07,7.152557373046875e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1008,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1020,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1025,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1026,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1027,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1031,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1032,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1033,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1034,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1046,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1061,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1063,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1082,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1086,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1090,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1100,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1116,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1136,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1143,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1156,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1171,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1184,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1186,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1187,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1200,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1203,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1227,0.9999972581863403,2.7418136596679688e-06,2.7418136596679688e-06
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1228,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1230,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1234,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1237,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1276,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1303,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1304,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1319,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1320,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1322,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1331,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1360,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1441,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1477,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1485,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1515,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1516,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1539,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1705,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1757,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1797,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1843,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1867,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,1883,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2037,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2095,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2348,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2479,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2622,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2720,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2831,1.0,0.0,0.0
2,DB00006,DB00712,1,1.0,B,DB00712,protein,2849,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,A,DB00035,protein,987,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,A,DB00035,protein,1137,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,A,DB00035,protein,1145,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,A,DB00035,protein,1227,0.9999030828475952,9.691715240478516e-05,9.691715240478516e-05
3,DB00035,DB00244,1,1.0,A,DB00035,protein,1276,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,A,DB00035,protein,1407,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,14,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,86,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,99,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,251,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,257,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,259,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
3,DB00035,DB00244,1,1.0,B,DB00244,protein,304,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,368,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,597,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,635,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
3,DB00035,DB00244,1,1.0,B,DB00244,protein,716,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,742,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,749,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,830,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,841,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,888,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,987,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1067,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1116,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1203,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1223,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1227,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1274,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1280,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1388,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1393,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,1586,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2056,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2060,0.9999998807907104,1.1920928955078125e-07,1.1920928955078125e-07
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2357,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2408,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2475,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2478,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2490,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2622,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2659,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2720,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2724,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2849,1.0,0.0,0.0
3,DB00035,DB00244,1,1.0,B,DB00244,protein,2885,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,A,DB00035,protein,987,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,A,DB00035,protein,1137,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,A,DB00035,protein,1145,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,A,DB00035,protein,1227,0.9999988079071045,1.1920928955078125e-06,1.1920928955078125e-06
4,DB00035,DB00712,1,1.0,A,DB00035,protein,1276,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,A,DB00035,protein,1407,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,54,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,120,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,166,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,180,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,244,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,323,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,346,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,396,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,412,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,418,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,421,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,430,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,445,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,461,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,475,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,477,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,495,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,497,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,498,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,548,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,565,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,566,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,575,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,580,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,589,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,591,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,597,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,608,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,609,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,687,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,708,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,731,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,746,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,749,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,756,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,790,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,802,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,814,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,825,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,853,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,858,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,863,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,866,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,879,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,884,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,893,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,920,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,936,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,940,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,943,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,948,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,955,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,964,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,965,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,987,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1008,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1020,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1025,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1026,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1027,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1031,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1032,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1033,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1034,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1046,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1061,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1063,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1082,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1086,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1090,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1100,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1116,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1136,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1143,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1156,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1171,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1184,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1186,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1187,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1200,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1203,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1227,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1228,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1230,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1234,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1237,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1276,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1303,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1304,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1319,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1320,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1322,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1331,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1360,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1441,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1477,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1485,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1515,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1516,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1539,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1705,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1757,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1797,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1843,1.0,0.0,0.0
4,DB00035,DB00712,1,1.0,B,DB00712,protein,1867,1.0,0.0,0.0
